Geneid	Length
27377	4571
70981	1842
18232	2579
76857	2858
100504187	422
140483	1640
227606	1379
69677	790
215257	1647
54448	883
54450	1951
215274	538
16181	2691
215632	4683
18510	2527
100504544	533
12287	7290
77683	5049
215705	1772
67187	1231
67228	2952
107733	2423
241274	4589
100502743	1020
56876	2933
72090	2306
241275	1673
67122	2582
227612	3428
58202	2637
74472	1430
68222	1126
227613	1600
142681	2054
329360	2021
67859	781
68846	1333
78797	4824
227615	914
97031	2808
68475	864
99152	3017
78217	516
227618	1207
14810	4230
320354	2894
100272219	1696
227619	3742
83768	1655
227620	1690
72080	3121
12496	1937
18146	1473
14347	1970
11305	8061
100526555	56
69454	799
227622	975
19215	805
100503942	403
77701	716
69379	1038
30839	2359
22030	2998
59022	669
381352	3990
75454	583
381353	4684
227624	3155
77058	1725
51875	1055
14133	1317
78076	653
13863	1041
620709	729
332578	1106
227627	713
107771	843
383678	732
16820	684
227630	652
620858	596
71103	1091
77704	839
227631	1289
227632	6102
227634	7978
98766	3450
67991	7016
109299	2683
100504023	1970
16871	2208
227638	2449
77481	3129
329366	3147
67839	3623
52838	2923
332579	1611
227644	4491
68112	2195
66865	3125
64436	4135
227648	8739
100125929	1647
18128	9489
353156	1626
387145	73
67512	837
56279	1622
72091	742
100306955	139
100306954	132
329369	694
100039446	480
16821	774
80908	1779
20935	2568
20933	3466
27176	864
20930	1178
20931	1138
20932	2863
279029	2169
227656	2281
279028	4580
381356	3474
227659	2136
66139	1493
77794	3242
109349	2946
329371	4020
13166	2282
192166	4558
22325	3482
100504116	668
67382	5565
140858	2900
20181	5267
12831	8402
100038452	2244
14134	1062
100862306	2634
100504177	3699
56177	3428
241289	5466
69327	804
118451	2079
227671	1335
19730	4020
12613	2039
70239	2787
14582	1822
64930	7697
69987	671
68870	1570
100526498	74
269252	7127
227674	3328
54422	3693
329375	1295
22130	4153
269254	10970
171171	1770
76220	4292
68975	1232
107746	6347
433416	629
227682	2576
227683	1987
26569	4008
68205	2143
723904	97
70319	871
99151	2715
18286	4459
74412	3108
20740	8081
71820	1807
56086	3101
263803	2931
66220	1194
227693	4100
70296	3470
13804	1032
227695	1838
70266	1924
67350	435
241296	4254
227696	1467
227697	2126
227699	5670
227700	1725
108958	3620
57170	2087
12908	4393
100862338	484
110854	2577
72500	1569
78617	817
665635	896
100038700	2941
100526499	84
73598	1591
66617	1217
72323	2114
20204	1129
64292	3647
30934	2997
30931	1452
227707	1328
74270	4157
14269	5619
320973	512
277463	3926
14299	4036
665700	15679
11898	1631
100862380	601
320267	3740
100504258	5391
381359	2471
227715	1635
11350	7179
227717	2863
98970	4751
23928	5930
108897	2953
227720	8195
100504305	1607
241303	4011
227721	1824
227723	10689
99011	2825
22245	1951
72931	768
99412	4442
13429	3784
387239	110
68379	3294
73737	657
16819	853
96979	1952
227731	3965
71254	3173
98952	4217
13481	861
227733	1473
20448	4368
50935	2585
11636	2365
13805	3572
100316776	86
14287	2263
107951	3389
100499514	82
100628606	73
27387	3681
70730	1119
30933	1536
338348	2674
329384	913
227736	1675
20910	4005
227737	3693
227738	3982
269261	638
104367	118
56017	2083
99326	3387
241308	2738
26360	3444
241311	6602
71834	5090
16917	1219
100504399	3815
72543	4995
320482	3653
100504427	1963
18516	2393
96990	1793
227743	3018
66691	5966
14828	2616
227746	1858
30050	5698
66998	2042
77996	2312
74016	3743
22029	2325
15139	5448
98870	2358
26920	7792
68365	3081
100504493	1271
227753	2938
13830	2816
75859	1227
74854	1372
14594	3586
100042194	2037
69601	7090
74410	3177
77665	653
100038606	2988
100861632	624
68375	739
75495	690
16874	3577
67889	2548
67871	2251
100504593	429
100861645	439
19224	2864
258949	921
675440	642
258951	930
258953	939
258952	942
258950	939
258621	930
258947	936
258940	930
258945	939
258946	942
18350	939
18328	942
258620	939
258944	933
258942	948
258943	936
258941	954
258618	933
258617	948
258616	927
227789	993
258615	954
258365	969
259053	954
258656	939
236509	930
545417	1103
258371	984
67466	2858
319817	8967
100217435	68
241322	4535
320633	5267
227800	6746
338346	2297
20744	16348
241324	6372
227801	4352
16870	2286
59126	3272
19177	969
26423	2947
14536	6308
387176	76
723903	89
241327	2409
76646	1206
66489	452
74192	1271
76899	4386
320271	10705
100042584	4750
67857	1558
94217	14743
70789	2733
76117	3906
320872	1761
227835	2554
24136	9113
100628598	78
433424	1388
69405	635
100503843	615
11480	5681
26428	4978
109241	7055
227867	4358
16574	6840
71897	2285
320343	3660
109129	1302
100502624	1786
227885	2163
74194	2827
329404	2038
387511	897
433426	2409
71684	2156
64685	1368
21930	1601
51869	8502
17996	22489
78049	407
75423	5212
12298	8280
625631	432
56324	4124
71409	5851
56194	3565
65103	2553
67874	1460
271786	6966
16519	1679
18227	3347
767815	1099
75279	1533
227923	1412
14571	5931
241391	3247
77767	3521
227929	5735
100042926	1016
269275	9049
100502932	2940
667062	543
11477	3298
76654	1627
227933	3641
227937	4614
76676	1644
76747	573
100038999	438
66860	7873
72137	2183
407823	7980
667103	743
100505179	714
57438	2719
66205	1257
17076	5172
100039176	561
18779	7112
16420	5110
56878	3057
100038493	2655
21353	2335
59029	1541
21375	3977
94229	5532
13482	6301
14526	1091
14089	2695
71586	5519
227960	3288
170738	3798
60344	8667
100503492	436
50915	1968
319876	5045
320106	1606
20269	9560
110876	8690
77771	10672
14425	3684
73668	4468
20265	8287
100038743	1347
20274	9813
20272	7333
383709	1966
241431	11971
26877	4978
53416	3247
227998	1339
75721	3643
241447	3930
329416	1808
66442	1582
14378	2012
27413	4895
241452	2817
14725	15467
72569	1419
228003	2538
320720	2860
228005	6297
75051	1731
674921	661
73373	2104
277396	4617
20823	2088
75422	960
68795	8084
329421	6256
64406	2097
68986	889
66748	1749
14415	3231
70231	2484
228012	4032
228019	2370
75763	9413
73649	5208
13427	2788
78830	2924
107435	1576
100861681	479
66559	1259
100503424	2810
13390	2779
111970	2793
13392	2473
381371	641
16403	4205
228026	5137
56508	7896
100503680	2116
65964	9111
66953	2361
100861846	364
383712	372
74541	1663
20687	4430
100503849	1147
100628587	74
67059	2304
381373	2813
66935	1945
74616	3247
68526	5079
215280	4397
11435	4288
100504117	483
329427	2707
108699	4934
11909	4277
100038532	2320
228033	679
73962	516
69605	8775
14029	1428
15433	2482
15432	2517
15431	1011
15430	1789
15438	2100
15437	1424
73429	794
15434	2902
15436	2560
387144	68
399588	2167
15429	1862
53375	1258
667739	851
545423	483
77269	929
100504729	1478
229279	5224
18024	2469
320474	1463
623453	524
228061	7359
72421	2614
620631	2008
78802	2862
241489	2848
13067	652
241490	1898
99031	8041
23992	1554
381375	1219
14231	898
83435	3007
22138	104320
545428	6329
228071	8900
241494	3668
100503106	751
80744	3449
329436	1780
100040494	819
73823	623
22193	1539
16401	9832
228094	1759
100126874	1930
18012	2494
70599	5095
75276	2644
18573	4912
320769	2889
66861	4054
100503167	2616
20378	2920
50884	3387
68082	1463
735274	86
69482	2873
241514	4184
241516	21053
69082	1963
16410	7054
241520	3394
71861	2062
54598	4737
21788	3780
672763	830
100502854	2295
12388	5475
100270744	3520
72657	679
66958	1968
381379	2059
228136	4740
98985	1830
241525	752
387149	64
100502874	726
12258	1820
56791	1387
68678	1761
30059	666
72401	2924
269295	1263
58207	2601
19074	838
53856	949
228139	4190
100862344	2930
20833	2854
228140	5747
74687	1443
23796	3564
241528	2900
257951	930
258166	930
258865	930
258427	945
258425	945
258426	948
228151	1685
258429	1068
258428	1012
257899	945
258566	957
27216	1079
258563	987
258866	942
258565	945
258255	944
258561	936
258757	918
258562	918
258564	1016
257915	930
258579	936
259017	933
258573	1079
258582	948
258580	936
257900	984
258577	924
257936	975
258154	1061
258581	990
257916	1011
258572	933
258571	3743
258216	1023
258245	1015
259151	1125
259015	1210
257950	960
404323	942
257941	1097
258570	945
259013	945
18352	960
259019	948
258575	951
259014	960
259016	963
259018	927
404324	927
259012	939
257974	943
259021	939
259023	933
259020	1079
404325	948
258386	951
259022	942
259082	956
258403	992
257880	942
258400	942
258401	942
625853	579
258402	948
258404	979
404473	990
258235	954
258583	942
258585	933
258843	942
257933	936
258844	942
258363	969
257913	977
258362	1147
258725	927
258840	1223
258842	948
258764	939
258587	966
258584	933
228228	1063
258763	933
258085	939
258747	939
258841	1109
258762	939
258766	939
258765	939
258586	940
258655	957
404327	981
258294	1102
257875	924
404328	996
259031	945
258345	945
259033	981
258347	972
259030	957
258834	945
347712	1860
347711	1540
110511	924
258346	936
258111	945
258835	1125
258652	930
258833	927
258348	942
259032	1125
258654	933
258653	1067
258101	933
258632	936
258635	1020
258630	936
258640	951
258290	945
258317	978
258220	945
258631	927
258103	933
258633	957
258641	933
258636	945
258814	1076
258846	1112
117005	957
258639	942
258643	960
258845	1012
117004	942
258105	945
258638	1043
258634	1112
258644	1634
258291	1100
258524	939
258525	951
404329	939
546769	963
546770	1071
258767	948
258203	972
258919	924
258920	1063
258060	936
258167	1178
258522	912
258820	936
258523	1090
258921	968
258768	921
329460	957
258748	927
258456	945
433449	945
404330	927
258450	933
257887	1011
258897	924
258454	930
258898	924
258455	930
258896	924
258774	927
258453	933
258025	936
258241	936
258900	1297
258899	936
258451	943
258895	936
258903	1105
258815	936
258901	936
258902	1026
258904	936
258177	936
258894	1531
258893	1027
258969	933
258973	972
257921	936
258785	918
258446	942
258320	936
258974	918
258975	945
258786	948
258972	918
258804	1074
258447	945
258970	1053
258971	918
258784	1062
258788	1078
258968	1065
258787	1078
257984	957
258967	945
259145	957
404331	945
258370	957
258468	945
258979	933
258985	921
18347	906
258984	930
258980	936
258338	930
258983	933
258466	921
258976	915
258790	921
258206	927
258340	930
57272	909
258339	930
18331	1241
258987	1018
257665	1084
406186	918
258789	918
258982	927
258977	924
100042690	1079
258330	1035
19271	8253
59015	5684
55935	4691
271813	3462
56428	2420
67445	1365
68349	940
67136	2393
66461	1321
13046	7965
279067	345
19400	1620
19182	1635
68427	2273
100862024	613
20375	1333
17868	4163
228355	6217
22259	2036
11432	4653
107986	1918
606735	892
100503319	3593
80708	2107
77038	3409
228356	1979
228357	9407
619941	312
75786	6577
100217458	98
14061	1988
381410	3740
100862052	1368
228359	3331
51897	3573
241547	2301
228361	5290
12672	2768
17242	1306
104418	4373
26427	2271
192285	6912
100316756	98
228366	2424
18633	1608
75641	364
19099	3461
12953	4368
320507	1190
228368	3255
100043205	461
76969	2682
80976	3751
100042784	1870
277414	2662
241556	3751
639658	1295
12521	1854
100038525	2923
11695	5203
14043	2871
329470	1998
381411	2168
620695	1291
70852	1550
69113	1231
56348	1839
723953	90
414123	856
735259	100
74569	4591
66457	1484
11800	3702
241568	3475
68170	2269
19374	3393
19373	6669
22034	5476
72446	4446
76501	1175
241576	3827
100504371	1663
100504354	6969
80985	5612
14221	2427
210622	2855
20511	12068
12505	5654
27402	2526
56369	924
13661	4387
319854	2229
13711	2246
12359	2551
100862111	334
99382	4558
98956	3856
53872	7593
78031	541
16909	1900
70986	1283
57443	4760
100038697	1690
333883	796
12509	1811
68243	819
241589	10124
15259	7497
100316678	80
668733	1062
74959	1145
228410	5190
320554	3512
241593	1083
211896	1724
99003	8973
228413	2846
211936	3944
98221	1230
329480	3267
22431	3092
74088	1598
19672	3063
100862167	430
402728	1464
18508	3681
100504545	3019
77766	3902
66541	955
99349	1198
329482	2649
329483	3949
77015	2738
320230	690
791267	4525
212772	3389
14308	1595
16492	4844
76894	1891
228421	3369
12064	5487
22343	4137
100038454	1349
107515	5060
68201	2079
75517	980
170442	1628
67606	2069
241612	5191
228432	3377
269328	1589
668802	2361
623270	767
67575	1838
257980	939
258390	939
258391	912
258389	942
258388	942
258910	918
257979	918
258909	918
228443	918
258379	936
545447	917
277562	918
257935	918
258395	939
258399	897
257662	939
258887	939
258398	939
258890	939
258888	939
258886	996
258199	2235
258889	939
258891	948
258397	939
668825	939
258396	939
258023	939
257956	939
258258	963
258439	963
258441	939
258271	939
258359	954
258257	936
258442	939
258737	945
258440	951
258022	1110
99010	1902
213765	3731
66181	695
107723	6735
68032	975
72425	2883
73024	1072
213788	1746
74268	1521
100504639	1596
20192	15410
75275	1237
14260	11925
75166	1029
23892	1639
100862246	496
20394	1227
228482	5017
100862258	648
14617	2879
320846	1550
11464	1390
100303644	1909
11834	4886
228491	4263
66632	2700
78193	507
100043232	2644
399568	2770
100316703	89
17536	5267
72603	723
654793	3398
69974	1549
67356	1187
320975	1810
241621	447
114715	2998
732489	100
68215	1861
19419	5105
100504728	2641
73938	1276
21825	5802
71313	1673
381413	3911
73358	445
27103	5248
20813	790
171543	4633
12236	3669
214230	4193
383787	4861
18796	5145
100043272	3046
214239	4716
53906	541
214240	6629
51944	3118
56357	2067
228536	4428
72136	2089
269336	1870
271842	5135
76464	6525
19361	2138
67809	2252
320415	629
69408	1008
623781	3067
72008	1923
72112	742
20732	2275
228543	1657
100502626	619
228545	4054
100043609	979
54485	3451
100862328	582
69065	1569
68142	6296
241624	3143
56398	2596
100862335	815
66602	1551
70645	1557
108907	2960
69702	1451
625328	527
76246	4664
228550	1808
17005	3200
68925	4822
22174	3989
29808	13931
26390	6937
433466	1383
211429	3859
640524	11238
98878	3387
329502	4477
78390	3286
271844	3125
269338	4450
211499	2996
76051	4818
70933	2258
12335	3488
20402	9099
20619	2223
66606	2115
66296	2361
68968	6384
140810	11269
100502700	1332
22222	7765
96957	2867
17151	1572
13828	3472
74176	2531
640543	2133
329504	3407
75894	2317
99334	6904
51885	2563
27223	7711
17754	11912
327655	5531
12716	1589
140476	5757
212670	2247
14827	2643
269344	1674
378702	3029
574418	2534
67693	604
100034361	1887
67532	3419
241627	4245
228564	4200
319996	4367
17147	2322
329506	4545
78655	2367
214585	7665
67578	2434
12010	858
70928	1758
74401	2111
670832	399
20322	2259
214593	4554
66811	1592
213696	1497
99439	5267
435684	1558
269346	3904
81913	1215
381417	3740
67092	2357
214616	1331
433470	640
387165	79
22785	5476
18457	3494
59010	2102
74702	1457
75946	733
214968	6541
317750	1951
17876	3523
100502835	2933
381418	1030
20495	4741
100502853	3046
110074	2512
14118	9900
99100	5768
271849	4820
58521	2544
70354	6797
12848	3250
69976	2520
75823	1599
14178	2672
69185	1343
241633	5529
26458	2301
15186	2378
14391	2809
84092	4210
75083	1748
58800	7145
66552	5616
108011	6524
109778	1170
215387	2695
73338	3756
329509	1266
320632	6740
26371	3075
69470	4401
99138	3118
13537	1618
215095	2377
11552	3936
215456	2628
68126	1226
56461	3227
192212	4266
72180	2989
77721	1434
100861602	931
17153	2778
100038529	1767
228576	1967
53885	2260
67885	811
12235	4337
74121	2862
100503008	1707
12125	5037
100043424	4492
241634	1026
100503333	210
17222	8967
17289	3554
72477	4622
70370	2909
57432	1567
78751	4916
668894	4236
100503381	2974
69737	4562
20017	3998
66170	1303
100048701	1006
20515	4165
329513	3433
70466	3137
100503468	1781
16175	1974
16176	1328
329514	1396
668896	682
228592	1925
19261	4229
18610	747
654409	3091
67333	6195
21818	4110
99169	2982
241636	3310
20638	1121
192140	3216
67134	1895
100217452	59
100217428	63
170718	1520
228598	2670
56264	2421
75656	733
66766	1139
319513	3654
80743	3206
19262	3609
321014	1409
99045	962
18429	471
11998	507
140629	3884
380601	3164
241638	4204
77006	1101
16434	1159
100861692	363
269356	3201
228602	4973
100043766	2136
613258	2375
11990	8740
14588	955
110751	3165
20612	6387
72630	2945
67326	1241
70997	2264
12616	2724
12531	3151
69596	1432
228607	3190
74450	4266
723825	86
51902	5565
228608	2262
11550	2394
414081	3631
71995	3378
19122	2186
26434	3177
215653	4785
100861699	1019
54338	6364
70612	1593
18538	1260
110911	8278
246313	4533
70845	1075
70371	847
100038551	1782
74182	5052
767814	2497
73747	1471
12653	2733
66926	2820
66634	3203
66586	2059
320974	3475
241639	5255
12156	2515
100526500	87
15112	2029
52837	5148
18795	7116
78805	2502
320684	2288
18798	3692
76161	1955
241656	4773
228642	2407
319196	2723
20614	2119
59030	3195
74243	3111
16449	5493
228662	5111
100316816	79
228677	2759
319909	2944
75812	2505
66580	3392
69487	2732
228684	2219
72899	5041
71436	4537
100503716	1692
100038667	3568
16558	5445
20639	1230
57329	917
378776	4233
18549	4745
378775	3370
12075	2372
100043534	498
56431	1900
81910	5484
403171	528
433481	1743
69178	2621
100313519	221
74528	2707
107586	1534
100048644	322
228714	3751
668917	1079
171588	1557
241688	6831
70408	4160
26450	2160
27054	2915
228715	459
66044	1283
66328	750
94249	3436
627302	1814
408057	2084
74030	4657
67877	1172
66877	3111
78774	1561
100503181	837
53626	3024
241694	9613
77806	958
74065	737
228730	2150
24128	3370
228731	1065
18088	2448
100313531	4345
99041	735
18503	2639
381384	1331
15376	2127
20608	1388
21824	3718
17064	6638
56488	1101
74533	4135
17957	3693
228756	610
78240	606
78609	601
69362	546
13012	703
69294	765
13013	686
77705	658
100503216	337
13010	742
433483	783
58214	789
100503289	1276
433485	2055
104348	4096
100271882	1728
245174	6920
100504621	927
100216455	3018
69277	648
668923	2770
545471	2706
13011	986
71881	2190
100861792	754
68738	3594
109344	936
114889	3568
12497	2500
110078	3838
76192	1967
69270	1161
78177	5093
67311	1375
433486	2672
381390	1923
100038513	1853
74660	1466
100502706	1339
100125594	631
381393	2682
386649	1355
14225	1641
228765	1385
241727	4689
668929	1650
228767	1468
108832	1435
228769	3542
75283	1636
228770	2371
11602	1530
100316704	89
73847	2119
69698	2766
545474	3395
76650	2583
21407	932
12995	4205
67231	1936
24105	2541
228775	2051
791417	1997
228777	1380
20667	4436
67917	3089
228778	1682
629114	624
319579	690
442835	625
654457	647
545475	397
75400	405
403172	426
246700	394
433490	388
266620	468
654459	293
19700	1603
14950	9937
66405	799
15901	911
84682	727
12048	2371
72119	4365
228785	2948
14239	1311
252864	3346
74711	3121
68559	1229
228787	2711
228788	2158
15162	2092
99237	3895
100504160	207
241732	3072
54711	5407
140484	5607
16569	5632
72326	1898
228790	6674
329540	6523
99311	3288
13436	4322
13589	7330
329541	1463
76407	1155
66557	1730
228796	1667
378700	1821
381399	2115
545477	1572
19194	961
73388	1095
18843	1104
67135	1085
228801	1712
228802	1637
71425	2040
433492	2048
66971	1970
20648	2115
12396	6080
56846	1810
75480	735
70362	1501
13555	2460
59038	1468
228807	3224
100504252	970
75608	1606
668936	1113
19383	1842
67204	2513
50518	692
269378	2543
100504268	1394
16396	5389
67068	686
66734	965
228812	1621
735287	109
68728	3934
56406	6872
207182	2611
60525	2833
74945	629
14854	1857
668940	6163
735275	79
56407	3198
108687	2294
19124	1504
17391	4304
613262	1392
16418	1495
71405	2337
56046	2671
14563	2317
16328	7982
320095	1971
66366	1297
74562	6105
245865	1502
266692	3520
75710	3752
18041	2053
67067	630
170791	2812
228829	5733
19018	760
70873	2106
347740	4917
13821	6517
68295	3590
100504350	2527
228836	5655
74846	995
98932	1083
100504361	758
228839	2792
74487	1509
74704	1455
67388	1051
77799	2508
29812	2683
66934	2283
320706	13232
383766	639
56045	4010
100628585	67
19650	5416
100043882	459
629499	3460
20014	2716
100861927	927
14601	517
69161	1107
20779	3887
100046034	333
53619	2080
18111	1213
66642	2731
277432	1363
75425	3772
70470	3320
72340	570
21817	3549
228846	5107
73399	593
329547	1779
16803	2525
68108	3172
319317	5864
228850	8366
246747	632
545481	2028
100045469	6738
22348	2805
109275	2377
100499529	58
228852	6485
71878	2260
71715	3199
71081	1127
71613	607
329554	1097
16658	3389
21969	3847
100861957	599
18803	4435
320799	4480
64899	3523
280635	3547
100861963	1090
71389	10549
383770	465
19281	6449
77645	631
77288	2148
100504524	414
67996	3547
100862002	603
241764	2733
27219	2542
245866	2124
100504576	476
17865	3702
68236	880
100504589	966
269389	1675
59091	4255
66680	1562
228858	2580
228859	1643
69517	459
100043899	1094
68314	843
15378	4358
76080	4523
26943	3694
100862033	463
68386	951
18769	1431
100504604	3403
11486	1626
22403	1774
241769	1032
241770	832
54401	2775
381404	2354
67145	2301
58231	5189
16538	2712
209232	2324
192200	725
68221	466
192201	574
53878	1570
329557	1252
20941	575
64335	1200
20945	532
20944	601
20568	876
17183	2571
19668	2456
20971	2460
66460	1608
73603	928
52840	4069
78928	2557
67701	708
629747	554
209351	867
75526	755
277343	1794
433502	807
277345	1121
629754	540
629756	459
629761	617
408190	1074
78239	746
641368	443
71856	820
76233	1245
68612	931
21925	693
101113	1520
170789	1151
67538	2689
71971	2701
75642	783
415115	1156
19025	3674
18830	1806
228866	2752
329559	4570
629777	1121
17395	3139
57138	6023
228869	3091
21939	1784
72211	702
104010	3586
100862070	840
228875	2109
140579	5871
381405	3311
228876	5033
74614	1956
114644	3224
381406	1868
170441	3347
14049	2364
228880	6664
17979	7531
72043	4133
670775	383
319684	1636
277360	6530
76367	4413
99371	8777
110750	3604
20853	2995
228889	2592
98999	7218
68949	738
100217443	66
16500	11153
19223	1751
56336	4205
77031	4510
263876	3996
81018	3001
20613	1589
66589	1950
407243	1700
12608	1504
329562	2140
19246	4213
69553	2935
58220	3399
77017	1309
11538	4903
13480	2293
69372	1682
241794	2316
18019	8348
100038688	1516
11981	3529
99377	5073
100502777	1460
22722	2753
75508	472
619302	1153
228911	5113
446211	1175
100043910	2106
228913	5843
100502923	1450
76960	3090
73303	1174
13081	3296
109054	1059
100502946	3172
67637	1395
76829	1774
75655	856
228942	2799
17201	2623
67017	3605
20878	1905
67337	1820
320664	4437
66404	2142
654821	2220
76426	649
21420	3069
12162	1968
26972	1755
66679	1742
100862165	626
56190	1777
664799	3217
100862176	1240
619800	534
74161	3476
18534	2617
58203	2162
65112	4531
72221	641
70065	1167
100043911	4466
19334	1909
75485	896
56491	6969
228960	3736
228961	2097
100038374	874
100503083	626
723906	79
723832	82
56802	2248
14683	6061
57314	2279
64138	1393
545486	1406
67126	414
66390	1389
100043757	9807
13616	2963
664987	625
545487	447
100043761	1743
620790	1665
665001	3055
100862168	558
100862183	666
100503353	3382
100043764	1587
100043914	1458
100043915	4538
545490	1473
100043126	1458
100039017	4538
13999	3383
626832	3788
667962	3586
100039060	4539
628147	2179
100302432	1127
668039	4538
100303732	3586
100043381	1628
100503949	1295
100043387	1621
100039123	1311
626877	1699
627901	1440
635470	514
628308	4664
433520	3712
100504328	1497
626802	4020
329575	4376
665205	1101
665211	4725
626848	4206
353208	1779
74189	5700
320558	5688
228966	3267
71532	2280
381409	2891
68175	735
12561	6343
228980	4422
66730	1905
241846	2534
26444	881
269397	4369
52856	1699
99296	2432
228983	2745
56436	1429
16776	11388
66481	391
100526556	76
252966	2945
271887	2319
14464	3302
100036520	1678
320485	1336
622283	2019
387136	77
723954	104
108115	3087
18216	3916
73247	1192
72075	2288
12841	2846
277353	2208
23856	12416
76425	1850
228993	2197
140489	2520
676369	1913
100862056	763
723951	68
228994	3171
329581	1178
58237	950
228998	2993
73368	4189
11438	4437
16536	6477
13628	2046
66496	797
20459	2286
20811	2547
332713	1381
229003	10109
229004	4050
100862073	459
20262	1136
269400	4439
76688	2596
229007	2511
72699	1959
329584	2986
72147	3336
241850	1775
66314	2306
13002	3674
68556	1811
100271841	2270
269401	5372
229011	2099
68879	3055
20672	1619
21400	1163
56470	1457
277496	716
18389	3314
17932	6395
245867	3509
67005	2925
672125	2550
30942	4180
100503859	1533
100503882	1997
72608	783
80892	13874
19302	2270
69347	788
18767	3683
67306	3361
16196	2475
100504139	1595
75476	436
383820	3174
620966	1712
20257	1904
15213	2205
66230	722
100504173	461
21985	2543
75149	848
229055	7449
320088	3135
170753	13844
94212	8256
100862399	374
16592	932
100041480	1660
18857	1364
21884	581
11770	642
75497	2512
55980	2601
241877	3923
66361	1591
66371	1790
74718	2654
100038545	1523
76897	2680
75203	1077
622229	14357
140918	1730
71710	5930
13559	1749
69126	401
71934	2299
12346	1248
12350	1537
100862241	946
12349	1790
77127	1581
751864	618
320832	1232
668101	1496
100038947	1456
381484	913
229096	5313
100038486	3385
70441	1363
723950	109
75439	509
59058	3190
13123	2166
73959	646
622921	456
74252	2931
67472	3099
18583	3638
66326	1068
381485	1787
12918	1320
100039304	727
70808	4114
100503666	606
100046095	1242
12870	4993
12807	4616
20585	5353
27357	1701
12873	1453
76703	1494
11608	2147
81004	8127
19784	238
635702	2431
192167	5673
70862	2104
13605	4117
76657	861
320024	4394
100861946	1345
22035	4944
208188	4433
72007	6875
100526525	96
208613	717
18805	5153
665113	7336
20526	2571
208691	4992
68028	477
385263	2120
75740	2813
791072	98
14013	5504
545510	2123
76652	1892
80732	4157
71827	1840
68307	2387
320352	1548
75953	3191
69276	3966
71862	2206
241915	11066
18759	4465
100861964	723
20482	6717
18417	1872
241919	8842
72413	2919
22401	7784
67576	1950
18706	8917
100502876	720
67778	2061
67414	4531
14696	2751
56456	1969
74600	872
66046	999
72607	4686
58869	3497
73874	1058
100502904	2529
67120	11072
51938	3616
14359	2326
67713	1015
320478	2970
100316679	79
20674	2457
100041108	960
100861998	452
625963	3135
76295	4864
114893	4745
72039	2992
654424	4451
241943	2478
229211	3913
241944	6625
229214	1801
11747	1724
100862007	518
72282	911
329623	2199
100503068	2461
50911	1617
12428	2811
71492	2598
22065	3694
229227	15883
21744	1972
16183	949
60505	3072
207175	1059
241950	2433
329626	1441
14173	695
229228	1072
57815	2910
100862034	657
24063	2490
381438	1215
626410	1827
71342	1257
99696	4915
329628	16109
100040882	2439
380614	6114
73333	2110
18415	3558
20873	3547
72175	3051
100039027	794
100039043	1810
269423	2492
73297	2345
214048	1705
70804	3007
100038440	2742
78706	2168
269424	5952
67161	3020
73852	3574
72511	922
18526	11797
72274	583
241989	5218
666202	748
66332	3370
329633	2127
73173	5168
26570	9227
100861917	675
12457	3069
69257	2676
67749	1430
669130	630
66377	414
74838	6090
19338	3488
73251	7356
100039684	719
211666	589
433586	6514
100504153	2189
56458	5552
329639	1805
622124	3515
100862096	727
67542	2920
108927	2089
212114	1560
212127	4321
229277	864
242022	12348
319979	2312
67890	4867
22066	4992
50706	3295
56790	1968
69639	1282
66248	1471
55994	5368
170767	2162
329641	3086
12427	1566
70970	973
229285	4054
320604	2268
74434	2348
13175	12995
100503655	2208
26422	10983
17116	2778
71182	961
17112	1902
229302	1400
97064	4784
100861809	431
52245	2961
242037	1759
24017	2864
18645	2020
67850	1642
72033	8829
28146	2451
229317	2299
69227	3546
545527	2195
666680	2000
20439	2488
71301	938
100040293	2177
229320	1896
100040416	636
329650	10249
229323	2225
100502786	434
140795	1798
320463	7333
84111	1163
74191	2528
70839	2338
242050	10084
435732	1206
433597	1303
669780	1200
666803	1206
229333	2789
676914	3050
639634	1590
67758	1294
84112	1571
56758	5809
100503654	3662
100504925	850
18441	3886
74012	4197
100503824	1081
622434	5205
72162	4975
229357	3336
17380	4240
269437	6276
329659	1541
11416	3109
100504046	773
229363	4567
56544	2739
100125586	2484
637004	2670
637053	2484
667060	2484
667069	2484
319210	1911
319217	2484
16497	2986
319798	1383
67437	2885
71004	1861
99929	4154
100861877	554
624866	4276
56706	2145
72789	5320
19288	1922
20429	1595
66880	3232
17349	1161
28030	2598
17035	1092
109222	1411
100861992	765
66868	2978
100505386	2397
208426	1579
30953	2692
545531	357
100038361	6918
16159	1370
68725	2578
68259	4090
70099	4082
387175	64
723949	95
66949	2920
16649	3726
381452	735
71619	1200
242083	3962
26879	1901
97112	1739
100862102	291
66183	1786
229389	2161
625901	1804
69983	5887
386750	3732
626082	1357
74693	1526
12038	6209
100504692	2475
100861784	363
213234	2418
67931	1410
213248	2919
56426	1870
20713	3133
69193	1031
73124	4149
213262	4956
76089	6544
70924	1463
100233207	778
329679	7095
75879	1364
67738	1728
66841	2281
75939	1970
381489	2277
70652	2292
68659	6627
14800	7749
14658	2988
54635	3512
320566	1194
229445	3453
56720	1635
58170	1657
54195	3251
60596	4654
213582	6218
18167	3361
633285	1789
78212	3448
79235	5349
99571	1523
14161	3370
100862155	477
110135	1575
53317	1771
100038599	3971
